TimeGenerated,IoC,IoC_Type,ExpirationDateTime,Description,Action,ConfidenceScore,ThreatType,Active,Type,TrafficLightProtocolLevel,ActivityGroupNames
3/30/2022,aniarchit.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,skyphotogreen.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,datacentertime.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,stylelifees.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,kidzlande.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,homelosite.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,zooloow.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,studiesutshifts.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,codingstudies.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,londonistory.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,bestteamlife.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,newsandlocalupdates.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,youristores.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,zooloow.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,kidzlande.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,homelosite.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,studiesutshifts.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,datacentertime.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,homelosite.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,zooloow.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,kidzlande.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,studiesutshifts.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,stylelifees.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,skyphotogreen.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,gardenearthis.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,fullstorelife.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,incollegely.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,shoplifys.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,thetimespress.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,studyshifts.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,codinerom.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,gamingcolonys.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,kidzalnd.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,wildhour.store ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,wilddog.site ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,garilc.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,runningandbeyond.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,fullmoongreyparty.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,greenrunners.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,sunsandlights.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,techpowerlight.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,gamezess.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,planningly.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,luxario.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,vinoneros.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,i-reality.online ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,styleanature.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,planetosgame.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,kidsfunland.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,fullstorelife.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,localtallk.store ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,allplaces.online ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,sunclub.site ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,thenewsfill.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,wellnessjane.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,meehealth.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,gameizes.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,playozas.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,foodyplates.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,designaroo.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,designspacing.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,stockstiming.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,hoteliqo.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,projectoid.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,study-search.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,tokenberries.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,recovery-plan.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,deliverystorz.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,forestaaa.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,addictmetui.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,earthyouwantiis.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,zedforme.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,forestaaa.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,navadatime.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,careers4ad.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,gardenearthis.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,studyreaserch.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,novinite.biz ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,agronomsdoc.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,whiteandpiink.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,nutureheus.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,dressuse.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,iwoodstor.xyz ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,teachlearning.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,subcloud.online ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,monvesting.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,elektrozi.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,hoteluxurysm.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,hopsite.online ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,bikersrental.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,takestox.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,sidelot.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,powercodings.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,naturemeter.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,takebreak.io ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,fullstorelife.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,noraplant.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,forestaaa.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,goodsforuw.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,stayle.co ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,eedloversra.online ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,sevensdfe.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,dsudro.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,gameboysess.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,sseamb.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,healthcovid19.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,noraplant.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,fullstorelife.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,datacentertime.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,recover-your-body.xyz ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,reloadyourbrowser.info ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,comeandpet.me ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,brushyourteeth.online ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,digital-mar.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,retailmark.net ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,dsudro.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,studysliii.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,homeigardens.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,stayle.co ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,studysliii.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,goodsforuw.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,dsudro.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,sseamb.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,sevensdfe.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,koraliowe.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,topuprr.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,zeebefg.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,takebreak.io ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,forestaaa.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,teachlearning.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,newsbuiltin.online ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,jyfa.xyz ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,monvesting.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,teachlearning.org ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,elektrozi.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,thepila.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,thegreenlight.xyz ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,gosport24.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,classiccolor.live ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,shoeszise.xyz ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,cleanitgo.info ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
